text,label
ive constipated really hard go bathroom go hurts stool bloody ive also pain butt anus really itchy irritated,7
throat mouth dry ive also getting hungry however occasionally feel rather exhausted,19
strong itchiness chills nausea high temperature plaguing besides headache im also perspiring lot ive suffering severe muscle pain nausea,12
always get tickle throat feel fatigued skin begun feel dry well ocular edema occasion,18
ive observed skin sensitive used skin silvery film especially back elbows,15
along recurrent headaches blurred vision suffer acid reflux trouble digesting food,13
ive experiencing lot scratching chills vomiting fever also headache perspiring lot ive terrible nausea soreness muscles,12
ive suffering severe itching body along fever headache red spots starting swell getting really uncomfortable every day,4
ive experiencing intense itching nausea lost weight also really exhausted skin become yellow severe fever dark urine ive stomach pain,11
ive itchy throwing addition lost weight feel really exhausted skin become yellow severe temperature abdominal ache black urine,11
suffering back pain productive cough weakness limbs neck sore issues dizziness balance,3
ive feeling really weak muscles neck really stiff joints swelling hard move around walking really painful,1
ive nagging cough wont go away breathing become labored fever also high im feeling weak tired ive producing lot mucus cough,2
feeling disoriented dizzy also trouble keeping balance headache constant presence well,9
along intense scratching chills nausea high fever ive also feeling really unwell along headache excessive sweating ive suffering severe muscle pain nausea,12
along persistent cough weakness arms legs severe back pain ive lot trouble ive experienced issues vertigo balance loss neck hurting,3
burning sensation upper abdomen ofetn night heartburn indigestion often feel nauseous,22
ive developed skin rash several pusfilled pimples blackheads skin also quite sensitive,0
skin rash thats red inflamed spreading body ive experiencing intense itching especially arms legs,4
nose runs sneeze lot eyes wet hurt cough time head aches constantly,18
along high fever ive chills vomiting severe itching besides headache im also perspiring lot ive terrible nausea muscle ache,12
skin rash thats red swollen spreading body mild fever causing lot discomforts,4
feel bloated uneasy time ive losing weight longer like eating occasionally get bloody vomit dark tarry stools,22
get frequent heartburn indigestion especially eating spicy foods fatty foods get chest pain gets worse lie bend also often chest pain,21
feeling depressed irritable noticed change vision,13
often feel want urinate experience intense desires often feel dizzy confused also lost sight,19
im shaking trembling ive lost sense taste smell im exhausted occasionally get palpitations speeding heart,19
feeling extremely exhausted persistent cough hard catch breath fever high ive also producing lot mucus cough,2
along high fever ive chills vomiting severe itching along headache excessive sweating ive feeling awful nausea muscle ache,12
ive high fever past days dont know whats causing also noticed rashes skin hard resist scratching,4
addition feeling dizzy lightheaded ive problems keeping equilibrium capacity concentrate focus also slipping ive noticed,9
trouble vision seeing things distorted experiencing visual disturbances,13
ive feeling really weak muscles lately neck really stiff joints swelling hard move around without feeling stiff walking really painful,1
ive also experiencing diarrhea constipation really worrying feels like sharp stabbing pain belly area feel tired time,16
ive suffering high fever past days sores forming around nose rashes different parts body sores severe im feeling really uneasy days,10
dealing headache chest pain days today dizziness loss balance became much worse,9
blurred vision seems getting worse feel fatigued tired time also feel dizzy light headed times,19
ive lot trouble keeping hydrated vomiting diarrhea mild fever along constipation headache,16
im sweating profusely cant seem get enough air throat filled lot mucus dont feel good heart pounding chest aches im coughing reddishcolored mucous,14
im lot trouble breathing really uneasy im feeling unwell perspiring lot chest hurts lot mucus throat heart racing hue mucus im coughing,14
since days ago ive experiencing low temperatures bloody urination head excruciating pain urine smells awful hardly control urinate impulses come suddenly,23
ive recently battling pretty itchy rash skin pusfilled pimples blackheads skin also scurring lot,0
ive struggling severe back pain dry cough limb weakness ive feeling lightheaded wobbly feet neck hurts,3
ive persistent cough days also breathing problems im weak exhausted fever roof difficult manage symptoms ive also coughing lot mucus im becoming angry everything,2
respiratory issues experience breathlessness face torso swollen eyes itching dry hacking cough,18
vomiting diarrhea ive lot difficulties staying hydrated high fever well constipation headache,16
overweight noticed legs swollen blood vessels visible legs swollen see stream swollen veins calves,17
im feeling fatigued energy barely keep eyes open day ive feeling lethargic unable motivate,4
ive exhausted chilly cant stop coughing pains chest makes heart race coughing mucous disgusting brownish hue,14
ive experiencing severe itching chills vomiting high fever addition headache perspiring lot ive also bothered nausea muscular ache,12
suffering extreme fever weakness developed sores face sores itchy uncomfortable often yellow colored ooze comes sores,10
ive exhausted experiencing nausea itching addition ive lost weight temperature urine dark skin turned yellow additionally ive stomach pain,11
stomach cramps nausea diarrhea throat swollen difficulty breathing sometimes night night get chest pain nauseous,18
back pain persistent cough numbness arms legs bothering neck hurts ive feeling lightheaded unsteady,3
ive acquired skin rashes blistering sores blistering sores fluidfilled elevated lesions unpleasant touch im also running high fever,10
noticed sudden peeling skin different parts body mainly arms legs back also face severe joint pain skin rashes,15
energy lost appetite im feeling really sick dont know whats wrong,4
skin rash extended areas body including chest belly irritating unpleasant frequently worst night im also experiencing skin flaking,15
recently ive lot difficulty using restroom bowel movements extremely uncomfortable difficult anus quite inflamed stool extremely bloody,7
sore throat sneezing time sometimes swelling face like lips near eyes cant stop sneezing start sneezing,18
vomiting frequently lost appetite result joints back pain time,6
ive rash wont go away bothersome itching skin addition ive seen colordifferent areas bumps resemble knots lumps skin,8
particularly crevices skin skin rashes irritations skin bruises cuts take heal well,19
experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance symptoms affecting daily life causing discomfort,13
ive drinking water urinating frequently throat mouth frequently feel dry recently hunger appetite grown,19
woke morning find really nasty rash skin ton blackheads pimples filled pus skin also really scurrying,0
mild temperature blood pee head hurts almost constantly frequently experience severe involuntary desires urinate additionally ive experiencing lower back ache,23
experiencing itching vomiting fatigue weight loss fever high skin turned yellow urine dark experiencing abdominal pain,11
along distorted eyesight excessive appetite painful neck anxiety irritability regular headaches also battling acid reflux indigestion regular headaches,13
ive losing weight experiencing nausea itching exhaustion skin become yellow severe fever dark urine ive stomach pain,11
chills shivering experiencing accompanied feeling coldness high fever also developed rashes arms red spots neck,6
low temperatures bloody pee since days head hurts like crazy pee also smells foul almost control peeing get sudden urges,23
developed rashes body also experiencing high fever along chills headache joints back hurt strange pain back eyes,6
middle workout suddenly developed headache chest pain dizziness hard maintain balance since,9
really high fever problems breathing heart racing quite quickly im perspiring lot feel chilly exhausted im also cough brownish phlegm,14
ive experiencing intense itching skin driving crazy also rash thats red inflamed,4
ive experiencing difficulty breathing chronic cough weariness ive producing lot thick mucoid sputum also running high temperature due cope im simply feeling extremely worn exhausted,2
constipation made quite difficult use restroom stool bloody go hurts addition anus quite itchy inflamed ive experiencing butt soreness,7
along head pain chest pain instability balance issues ive also feeling unwell also think im problems focusing,9
work started feeling headache chest pain dizziness hard concentrate focus tasks since,9
im losing hair hairs texture considerably altered dandruff becoming worse dry itchy scalp skin getting quite dry well,20
go bathroom lot generally drops urine come severe stomach pains overwhelming want urinate,23
im suffering severe itching chills vomiting high fever ive also sweating lot headache nausea muscle pain also causing discomfort,12
ive feeling really scratchy dizzy worn addition ive lost weight temperature urine dark skin turned yellow additionally get stomach pain,11
ive really bad rash skin lately full pusfilled pimples blackheads skin also scurring lot,0
spirits incredibly low pee smells awful kidney region hurts lot cant seem hold urine get unreasonable urges time,23
ive struggling persistent cough breathing issues exhaustion ive coughing lot thick mucoid sputum high fever really tiring exhausting right im feeling rather ill,2
week suffering continious health issues like dry cough problems breathing weakness throughout day,2
ive constipation bowel motions hurt recently go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,7
lose weight unintentionally find challenging acquire weight use antacids ease pain discomfort experience mouth feels horrible,22
throat frequently feels like burning especially eating additionally occasionally get sour bitter aftertaste causes feel queasy,21
back pain dry cough lack muscle strength bothering neck hurts ive feeling lightheaded shaky,3
ive lost lot weight last week couldnt eat much due nausea vomiting followed high fever headache stomach pain,16
getting headache past week growing worse accompanied stomach pains constipation diarrhea dont know happening really worried,16
ive intense itching chills vomiting high fever im also sweating lot headache nausea muscle pain making feel miserable,12
headache chest discomfort dizziness lack balance difficulty concentrating symptoms ive,9
ive tendency itching skin frequently turns rash also strange patches skin different tone rest skin regularly get little lumps mimic nodules,8
ive feeling really drained cold cant stop coughing hurts chest heart feels like racing mucus im coughing gross brownish color,14
im weak exhausted fever roof difficult manage symptoms ive also coughing lot mucus im becoming angry everything,2
ive experiencing balance issues headache chest pain dizziness ability concentrate focus also challenging,9
ive felt really scratchy nauseated worn also high fever lost weight skin urine become yellow ive also experiencing stomach pain,11
itchy red skin sometimes result flaking face lips puff causes lot inconvinience get watery eyes sometimes headches puffing gets severe,18
ive trouble going restroom recently try go really uncomfortable anus hurts lot ive also blood stool anus really uncomfortable,7
lost appetite completely cant seem eat anything feel like vomiting feel exhausted noticed rashes skin really concerning,4
pain lower abdomen get buring sensation pee also getting low temperatures since started get symptoms weak,23
strange pain stomach area dont know reason behind moreover starting get mild fever along chills headaches,16
headaches migraines difficulty sleeping muscle twitching tremors sometimes get lightheaded,20
feeling fine day suddenly developed headache chest pain dizziness walk hard focus concentrate since,9
high fever red spots rashes body feel exhausted completely lost appetite made weak lethargic really worried,4
wound recovering slowly hands feet tingling going numb feel weak,19
developed red spots arms legs itchy inflamed feeling nauseaus constant urge vomit accomapanied mild fever,6
experiencing severe fever accompanied pain behind eyes headache feel tired exhasuted work,6
experiencing severe back pain cough produces phlegm weakness muscles neck also hurts feeling dizzy unsteady feet,3
ive feeling really cold tired lately ive coughing lot chest pain heart beating really fast cough phlegm kind rusty color,14
distinct pain abdominal part sure also going constant vomiting feel nauseous,16
high fever red sores developing near nose sores painful yellow rustcolored ooze coming,10
constipated diarrheal bowel motions happening frequently lack energy appetite,22
last week rash face gotten severe painful sores begun discharge yellow colored fluid becoming increasingly painful day,10
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally experiencing stomach pain,11
im coughing nonstop really chilly mucus production excessive sinuses fully clogged cant smell anything chest hurts muscles quite painful well,5
mood changes difficulty concentrating mind feels hazy foggy times gets difficult even regular chores,19
suffering mild fever headache small sores near nose rashes neck going tough time right,10
urine often weird odour crimson black colour bodys temperature fluctuating often typically keeps night,23
skin peeling especially knees elbows scalp peeling often accompanied burning stinging sensation,15
constipation belly pain really uncomfortable pain getting worse really affecting daily life,16
im nauseous ill shaky huge throat makes tough breathe occasionally nighttime chest aches occasional sickness,18
along headache chest pain instability balance issues ive also feeling dizzy also think im problems focusing,9
back pain persistent cough numbness arms legs bothering ive trouble staying balanced experiencing dizziness neck hurts,3
ive lot respiratory issues lately along chills exhaustion cough high temperature ive sweating profusely generally feeling ill weak chest aches heart racing rapidly,14
plugged nose nasal congestion occasionally stiffness chest discomfort night ive also lost ability taste smell,18
intense scratching chills nausea high temperature plaguing also headache perspiring lot ive terrible nausea soreness muscles,12
body ive scratching much skin become red developed pimples additionally occasionally get nodules resemble little pimples well strange patches different hue rest skin,8
pee smells strongly seems cloudy ive fevers frequent overnight urination needs ever since symptoms began,23
feel uneasiness eating usually vomit whatever ive eaten always pain abdomen really bad acid reflux,21
ive intense aches chest head pain refuses go away ive feeling dizzy unsteady,9
ive experiencing really low moods bad urine odour cant seem keep urine back area near kidneys hurts lot frequently experience irrational cravings,23
ive frequent strong sudden urges urinate occasionally urinate blood stench horrible ought think im infected,23
along intense scratching chills nausea high fever ive also feeling really unwell headache also perspiring lot ive uncomfortable nausea muscle ache,12
ive throwing experiencing intense itching along losing weight im also really exhausted skin become yellow fever really high ive stomach pain pee black,11
headaches migraines difficulties sleeping ive shaking shivering sometimes become lightheaded,20
lower abdomen aches feels like may explode urinate since began experiencing new symptoms body temperature consistently low thats ive weak,23
feeling hungry time sore neck well problems vision,13
nasty rash appeared skin blackheads pimples packed pus everywhere additionally skin extremely sensitive,0
sneeze lot sore throat lips skin surrounding eyes occasionally swell start cant stop sneezing,18
morning woke discovered extremely bad rash body several pusfilled pimples blackheads around skin also moving around lot,0
ive experiencing stiffness weakness neck muscles recently since joints grown hard walk without getting stiff additionally walking extremely uncomfortable,1
experiencing intense back pain dry cough lack strength limbs neck hurts feeling dizzy unsteady feet,3
muscles quite weak neck stiff joints swollen creating troublesome behalf steer concerning feeling stiff walking conjointly uncomfortable,1
even dont anything acidic stomach constantly sour taste mouth frequently lump throat hiccups,21
feeling itchy vomiting also fatigued lost weight fever high skin become yellow urine dark abdominal pain,11
im lot trouble bowel movements lately hard go hurts anus really sore bleeding go really painful im really uncomfortable,7
legs swelling become worse last couple days see blood vessels protruding skin quite unusual,17
experiencing digestive issues including acidity indigestion well regular headaches distorted vision excessive hunger stiff neck depression irritability visual disturbance,13
nasty rash appeared skin blackheads pimples packed pus everywhere additionally skin extremely sensitive,0
tendency burp belch regularly often get chest discomfort radiates arm jaw neck chest feels tight stressed,21
sluggish wound reduced healing rate hands feet numb tingling sensation,19
vision blurry feels like getting worse time feel worn fatigued occasionally extreme lightheadedness vertigo well,19
along excessive appetite stiff neck headaches indigestion acid reflux ive also experiencing sadness impatience visual distortion,13
experiencing extreme fatigue high fever rashes near nose mouth rash itchy makes difficult sleep,10
cant quit sneezing nose running im also constantly chilly exhausted ive coughing lot fever also really high well usual,5
tongue also changes taste scent leaving metallic aftertaste excruciating joint muscle pain,20
water intake frequency urination increased mouth throat regularly feel dry appetite hunger increased recently,19
ive terrible cough cold days face tired sinuses blocked addition chest hurts phlegm ive coughing cant smell muscles terrible pain,5
rashes chest back itch body occasionally flaky skin frequently creates markings body,20
back pain productive cough muscle weakness bothering issues dizziness uneven balance neck hurts,3
suffering acid reflux indigestion regular headaches well distorted vision excessive hunger sore neck depression irritability visual disturbance,13
noticed blood urinating occasionally feel sick urinating frequently feel though fever,23
constantly go bathroom relieve cant seem empty bladder get strong uncontrollable urges pee sometimes get dark bloody pee,23
experiencing symptoms headache chest pain dizziness loss balance difficulty focusing,9
regularly indigestion heartburn especially eating spicy fatty foods chest pain worse hunch lie additionally chest hurts lot,21
plugged nose nasal congestion occasionally stiffness chest discomfort night ive also lost ability smell taste,18
experiencing many cramps last couple days think something right believe small bruise calves sure,17
persistant gnawing hunger apetite sometimes get abdominal cramps spasms bloating gas eating causes great deal uneasiness,22
ive feeling really weak cold lately cough wont go away hurts chest cough heart pounding mucus im bringing rusty brown color,14
muscles quite weak neck really stiff joints swollen ive experiencing lot stiffness move around walking also excruciatingly uncomfortable,1
ive periodic coughing fits terrible back pain limb weakness ive feeling neck pain well dizzy unstable sensation,3
struggling back pain cough wont go away weakness extremities neck hurts problems dizziness losing balance,3
doctor couple days able brethe propelry lying bed due high fever lot mucus gets please suggest medicines,2
desire sex dropped im trouble sex frequently get brain fog well feeling somewhat bewildered,20
developed skin rash face neck rash made red sores blistering worried health,10
ive persistent stomach pain past week healing even medication feel like vomiting cant eat anything become extremely weak,16
along chronic cough limb weakness ive dealing excruciating back discomfort ive experiencing neck pain well vertigo instability,3
skin silvery layer especially back arms dusting made small scales peel readily rubbed also rashes body,15
suffering acid reflux indigestion frequent headaches impaired vision well excessive hunger sore neck depression irritability visual disturbance,13
noticed sores face healing slowly likely become infected cheek sores large painful touch extremely difficult handle cant seem get rid sores,10
ive coughing lot feeling chilly shivery nose quite clogged experiencing facial pressure also lot phlegm coughing pains chest cant smell anything muscles aching,5
developed rashes body itchy lost appetite feel tired day feel something wrong body,6
im sweating profusely finding difficult catch breath feel quite ill throat mucous heart pounding chest aches im coughing thick mucous resembles rust,14
ive really weary ill ive suffering severe cough sore throat ive got lot chills pretty high temperature simply feel tired run,5
yesterday noticed enormous rash skin lot pusfilled pimples blackheads face skin scurrying lot,0
ive suffering severe back pain persistent cough numbness arms legs ive experiencing issues vertigo balance issues neck hurts,3
pee frequently odd smell either red black frequent changes body temperature usually keep awake night,23
ive feeling really weak muscles neck really stiff joints swelling hard move around without feeling stiff walking really painful,1
noticed cramps calves becoming frequent intense causing lot discomforts also overweight legs started swell,17
skin prone infections due dry flaky patches experiencing strong pain joints skin knees elbows starting peel,15
back pain productive cough limb weakness bothering balance dizzy concerns neck hurts,3
bowel motions really difficult recently going difficult aches go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,7
days ive nasty cough cold sinuses clogged facial pressure ive also creating phlegm coughing pains chest cant smell anything muscles aching,5
high fever severe headache cant seem eat anything feel like vomiting also red spots developing arms really worried,4
im feeling really lightheaded dizzy temperature mind completely muddled heart racing find difficult think clearly everything seems quite hazy,20
high fever every night developed sores face particularly near nose noticed sores taking longer heal prone infection,10
monthly cycle changed ive unexpected vaginal discharge occasionally lose temper moods change lot,20
arms legs weak suffering back pain persistent cough addition experiencing neck pain balance issues also suffer dizziness,3
respiratory issues especially unexpectedly im sweating flushed frequently yeast infections urinary tract infections,19
recently ive scratching lot skin covered rashy places addition spots skin doesnt appear usual shade ive experienced lumps quite painful,8
eating get queasy frequently throw everything ive eaten always get severe abdominal ache terrible acid reflux,21
joints back pain everyday feel like vomitting made weak body pain able focus work dont feel like anything,6
along excessive appetite stiff neck depression impatience visual disturbance ive also suffering indigestion headaches blurred vision stomach problems,13
lately ive really constipated really painful go bathroom ive also noticed blood stool anus really irritated,7
bowel motions changed theyve constipated diarrhoeal lack energy appetite frequently feel really exhausted,22
muscle pain experiencing severe feels like constant ache red spots body itching causing lot discomfort,6
woke morning feeling fine day went started experiencing headache chest pain dizziness hard focus concentrate work since,9
developed skin rashes made blistering sores blistering sores raised fluidfilled lesions painful touch also suffering high fever,10
ive high fever past days starting worry dont know whats causing also red spots arms legs swollen,4
often feel sick eating puke entire meal constantly get excruciating acid reflux severe stomach pain,21
ive coughing lot recently chest pain feeling incredibly chilly exhausted additionally heart thumping rapidly phlegm cough reddish hue,14
frequent belching burping chest pain often radiates back neck jaw arm get feeling tightness pressure chest,21
extreme itchiness nausea fatigue troubling moreover experienced fever lost weight pee black ive developed yellow rash ache stomach also present,11
skin developed terrible rash inherited lot blackheads pusfilled pimples furthermore skin exceedingly sensitive,0
addition recurrent headaches blurred vision increased appetite stiff neck sadness irritability visual disturbance stomach problems including indigestion acidity,13
along headaches indigestion acid reflux excessive appetite sore neck sadness impatience visual disturbance also feeling blurred distorted vision,13
severe itching vomiting also tired lost weight fever high skin turned yellow urine dark experiencing abdominal pain,11
skin developed rashes mainly near nose rash spreading parts body really worried,10
nails starting small pits worried dont know causing also joints pain rashes arms back,15
rashes occasionally cause skin peel im susceptible illnesses result start tremble sometimes hands start shake,20
neck really stiff ive terrible muscle weakness due swelling joints challenging move walking quite unpleasant,1
ive high fever chills intense itching addition headache perspiring lot ive lot agony muscle ache nausea,12
veins legs become visible swollen normal visible skin hurts move,17
regularly experience intense urges want urinate frequently feel drowsy lost ive also significantly lost vision,19
skin simply nonheritable nasty rash packed pusfilled pimples blackheads skin sensitive moreover,0
chest pain extreme nausea present recently chest hurting frequently shiver lot really anxious,20
ive started getting sores face nose idea causing cheek sores large irritating touch burning feeling skin redness,10
experienced difficulty sleeping due itching discomfort caused rash small dents nails really concerning,15
doctor red rashes keep popping skin continuously itching addition ive observed odd colordifferent spots skin well little nodules skin appear expanding,8
frequent urges urinate little output pain urination cloudy bloody urine strong foulsmelling urine pelvic pain low fever nausea vomiting,23
ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chills pretty high temperature feeling extremely run weak,5
energy lost appetite high fever severe headache dont know whats wrong,4
occasionally burning upper abdomen throughout day night regularly get severe heartburn indigestion nausea,22
rashes skin healing moreover noticed sudden peeling skin especially skin elbows knees really worried,15
last four days ive experienced low temperatures blood pee head hurts much urine smells awful desires urinate seldom come cue hardly ever control,23
along intense scratching chills nausea high fever ive also feeling really unwell along headache excessive sweating muscles hurt lot feel queasy,12
bloating unease longer like eating ive losing weight sometimes vomit blood tarry black stools,22
skin developed horrible rash blackheads pusfilled pimples everywhere furthermore skin exceedingly sensitive,0
strong itchiness chills nausea high temperature plaguing along headache im also perspiring lot ive also bothered nausea muscle ache,12
ive losing appetite trouble swallowing nose running sore throat,18
ive encountering poor balance headache chest pain dizziness ability pay attention focus also problematic,9
im feeling really nauseous uneasy im sure might ive seen rashes arms legs lost appetite feel exhausted every day,4
ive experiencing balance issues addition feeling disoriented dizzy headache also present nonstop,9
skin itching swollen sometimes could flake lips cheeks swelling aches lot puffing occasionally gives headaches runny eyes,18
recently muscles felt quite weak neck really tight swollen joints find difficult move without becoming stiff also really uncomfortable walk,1
muscles havent strong ive experiencing back ache ive feeling lightheaded wobbly feet neck hurts,3
im lot trouble going bathroom really painful stool bloody ive pain butt anus really itchy irritated,7
rashes skin irritations especially folds skin also slow healing cuts bruises skin,19
throat often feels like fire especially eating occasionally get aftertaste sour bitter makes feel nauseous,21
experiencing severe joint pain makes difficult move perform daily activities also lost apetite feel weak,6
past weeks ive skin rash arms legs chest red irritating dry scaly spots strange pain joints,15
ive terribly constipated lately go bathroom hurts lot aside anus really itchy ive observed blood stool,7
shivers shivering accompanied sensation coldness high fever rashes arms red patches neck also appeared,6
headache chest pain dizziness trouble balance also hard focus concentrate,9
cant stop coughing im freezing sinuses completely blocked im inundated mucous chest hurts im unable smell anything muscles also really achy,5
changes bowel movements constipation diarrhea loss appetite energy often feel fatigued,22
red bumpy areas skin ive scratching nonstop additionally bumps resemble little lumps spots different shade skin rest body,8
monthly cycle changed ive unexpected vaginal discharge frequently experience mood swings experience occasional agitation,20
ive experiencing chills fever extreme stomach discomfort ive generally unhappy cant seem get rid symptoms,16
blurry vision seems getting worse im continuously fatigued worn also occasionally acute lightheadedness vertigo,19
ive constantly feeling scratchy sick tired addition ive lost weight temperature urine dark skin turned yellow furthermore experiencing stomach pain,11
legs causing lot discomforts exercise feel heavy swollen veins prominent painful feel fatigued time,17
ive really itchy lately rashy spots skin also areas look different shade rest skin ive bumps kind hard,8
recently ive problems using restroom going incredibly difficult hurts addition ive experiencing butt soreness stools bloody anus also quite itching aggravated,7
im severe stomach pain constipation every night get headache chills last days really painful,16
well excessive appetite tense neck depression irritability visual disturbance ive also indigestion headaches blurred vision acid reflux symptoms disturbing interfering usual activities,13
suffering back pain chronic cough weakness arms legs neck hurts feeling dizzy balance,3
feeling itchy vomiting also tired lost weight fever high skin become yellow experiencing abdominal pain well,11
im drinking water urinating frequently throat mouth frequently dry recently appetite hunger grown,19
ive feeling really scratchy dizzy worn addition ive lost weight temperature urine dark skin turned yellow additionally get stomach pain,11
high fever chills severe itching addition headache perspiring lot ive feeling awful nausea muscle ache,12
feel muscles trembling shaking feel worn senses taste smell diminished sometimes palpitations quick heartbeat,19
ive also diarrhea really unpleasant coming going accompanied abdominal cramps bloating,16
ive recently suffering chills lethargy cough high temperature difficulties breathing ive sweating profusely generally feeling ill weak ive also quite thick red phlegm,14
swelling legs gotten worse past weeks large number veins noticeable calves making worried,17
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally experiencing stomach pain,11
rash appears developing throughout skin accompanying recent bouts intense itching discomfort skin also dischromic spots little lumps seem appearing everywhere,8
struggling headache feels like tight band around head along chest pain dizziness,9
temperature high im hard time breathing im sweating profusely im shaking chills im really tired heart beating really fast also brownish phlegm coming,14
feeling tremors muscle twitching decreased sense smell taste feel fatigued sometimes feeling rapid hearbeat palipatations,19
occasionally burning upper abdomen throughout day night get heartburn indigestion regular episodes severe nausea,22
skin changed less sensitive sensitive skin silvery coating especially back elbows knees,15
dry flaky areas skin prone infections joints extreme pain knees elbows skin starting peel,15
unintentionally lose weight find challenging gain back relieve pain discomfort feel take antacids mouth hurts severely right,22
face covered sores near nose lips lesions causing discomfort suffering yellow rustcolored fluid oozing,10
small lymph nodes arms face itching making day uncomfortable,4
neck extremely stiff muscles extremely weak result swelling joints find difficult move around without feeling stiff additionally walking extremely uneasy,1
severe nausea chest discomfort chest discomfort lately often shiver lot feel really nervous,20
mouth filled acidic sour flavour burping belching frequent hours upper abdomen felt pressured full,22
im dripping perspiration cant seem catch breath throat filled lot phlegm feel awful heart pounding chest aches im coughing brownish mucous,14
ive nasty cough cold days sinuses congested facial pressure ive also coughing mucus pains chest cant smell anything muscles aching,5
blood urine low fever head hurts almost time get strong uncontrollable urges pee pain lower back also,23
along losing appetite ive swallowing issues sore throat nose running,18
ive lot itching skin occasionally turns rash also odd patches skin different hue rest occasionally get little pimples resemble nodules,8
diarrhea really watery foulsmelling accompanied abdominal pain feel like vomiting time,16
suffering severe joint ache feel vomiting time developing moderate fever chills fever doesnt seem come even medication,6
always feel exhausted tickle throat skin also started feel dry occasionally get ocular swelling,18
ive dealing really nasty rash skin lately covered blackheads pimples packed pus skin also really scurrying,0
ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chills pretty high temperature feeling extremely run weak,5
ive recently struggled really irritating skin rash blackheads pusfilled pimples additionally skin scurring lot,0
ive quite exhausted ill throat quite painful ive fairly nasty cough ive got lot chills pretty high temperature simply put feel really run feeble,5
wound healing slowly days feet hands tingling becoming numb feel really fragile,19
trouble breathing easily get breath face torso swollen eyes hurt dry hacking cough,18
frequently get scratchy voice painful throat wake bad breath continual sore throat also vomit lot,21
keep sneezing im miserable exhausted lot gunky things nose throat throat really hurting neck also feels puffy swollen,5
awoke morning saw severe rash across skin many pusfilled pimples blackheads place skin also shifting lot,0
im dripping perspiration cant seem catch breath throat filled lot phlegm feel awful heart pounding chest aches im coughing stringy brownish mucous,14
experiencing rash legs causing lot irritation discomfort red inflamed appears spreading,17
ive itching lot accompanied rash looks getting worse time also patches skin different colours rest skin well lumps resemble little nodes,8
hace difficulty breething shortness breath cough uncontrollably get itchy eyes swelling face body parts,18
backache difficulty breathing limb weakness bothering balance dizzy concerns neck suffers,3
ive experiencing high fever especially night really uncomfortable mild headache along constipation diarrhea,16
ive experiencing terrible itching nausea ive lost weight also really exhausted skin become yellow severe temperature dark urine stomach ache,11
im constantly sneezing cold making body tremble im exhausted hardly move head hurts fever quite high,5
experiencing headache chest pain dizziness difficulty maintaining balance also feel like trouble concentrating,9
ive constant itch red bumpy spots skin also patches different color rest skin ive bumps kind like little lumps,8
im constantly sneezing body shaking cold im tired barely move head killing fever roof,5
im joint discomfort fingers wrists knees pain frequently aching throbbing worsens move joints,15
fingers soles pretty thick skin cracked severely fractures hurt bleed frequently fractures itchy covered scales,15
feel skin condition face rashes little blisters around nose wounds turned red painful yellow liquid oozing,10
regularly wake scratchy voice sore throat throat constantly irritated horrible breath frequently throw,21
suffering itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,11
eyes really red sinuses feel congested dont energy throat really itchy ive also noticed lymph nodes swollen ive coughing lot phlegm,5
im feeling fatigued energy barely keep eyes open day ive feeling lethargic unable motivate,4
suffering itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,11
ive rather itchy recently rashy blotches skin also certain regions dark color rest skin ive got painful lumps,8
first experienced headache chest pain lightheadedness work since challenging focus concentrate work,9
ive high fever chills intense itching addition headache perspiring lot ive suffering nausea well muscle ache,12
ive getting frequent headaches hazy vision well acid reflux indigestion meals,13
eyes always red swollen feel like theres something blocking sinuses ive coughing lot goo chest feels really heavy cant smell anything muscles really sore,5
arms legs lot red pimples itchy skin skin also oddlooking lesions occasionally bumps somewhat uncomfortable,8
lymph nodes swollen causing discomfort neck armpits dont know whats causing,4
sores around nose become crusted difficult touch yellowrust coloured ooze used come sores taking much time handle,10
rash legs spreading becoming severe red inflamed itchy causing lot discomfort difficulty sleeping night,17
rash skin causing lot discomforts red inflamed spreading body rash accompanied intense itching especially arms legs,4
first experienced headache chest pain lightheadedness shopping since difficult concentrate work,9
calves cramping walk stand long periods time bruise marks calves making worried feel tired soon,17
lately ive experiencing chills fatigue cough high fever difficulty breathing ive sweating lot feeling really sick weak ive also phlegm thats really thick dark,14
lately ive stiffness weakness neck muscles since joints matured difficult american state operate without becoming stiff furthermore walking quite painful,1
ive experiencing lot bowel movement issues recently difficult go hurts anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,7
im trouble breathing quite uneasy throat filled lot phlegm im perspiring lot heart racing chest aches im coughing reddish mucous,14
severe stomach discomfort diarrhoea high fever along headache previous several days really unpleasant,16
high fever severe itching chills vomiting addition ive perspiring lot headache ive also bothered nausea muscle ache,12
